nohup: ignoring input
/root/.openclaw/workspace/polymarket_engine/radar_engine.py:339: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  f"{datetime.utcnow().isoformat()} | "
2026-03-14T08:15:33.732943 | deploy=0 watch=7
2026-03-14T08:16:33.734033 | deploy=0 watch=7
2026-03-14T08:17:33.735410 | deploy=0 watch=7
2026-03-14T08:18:33.736558 | deploy=0 watch=7
2026-03-14T08:19:33.737749 | deploy=0 watch=7
2026-03-14T08:20:33.738738 | deploy=0 watch=7
2026-03-14T08:21:33.740104 | deploy=0 watch=7
2026-03-14T08:22:33.741166 | deploy=0 watch=7
2026-03-14T08:23:33.742484 | deploy=0 watch=7
2026-03-14T08:24:33.743832 | deploy=0 watch=7
2026-03-14T08:25:33.745038 | deploy=0 watch=7
2026-03-14T08:26:33.746801 | deploy=0 watch=7
2026-03-14T08:27:33.748189 | deploy=0 watch=7
2026-03-14T08:28:33.749369 | deploy=0 watch=7
2026-03-14T08:29:33.750512 | deploy=0 watch=7
2026-03-14T08:30:33.751683 | deploy=0 watch=7
2026-03-14T08:31:33.752857 | deploy=0 watch=7
2026-03-14T08:32:33.754142 | deploy=0 watch=7
2026-03-14T08:33:33.755498 | deploy=0 watch=7
2026-03-14T08:34:33.757041 | deploy=0 watch=7
2026-03-14T08:35:33.758254 | deploy=0 watch=7
2026-03-14T08:36:33.759242 | deploy=0 watch=7
2026-03-14T08:37:33.761164 | deploy=0 watch=7
2026-03-14T08:38:33.762066 | deploy=0 watch=7
2026-03-14T08:39:33.763260 | deploy=0 watch=7
2026-03-14T08:40:33.764485 | deploy=0 watch=7
2026-03-14T08:41:33.765485 | deploy=0 watch=7
2026-03-14T08:42:33.766522 | deploy=0 watch=7
2026-03-14T08:43:33.767566 | deploy=0 watch=7
2026-03-14T08:44:33.768691 | deploy=0 watch=7
2026-03-14T08:45:33.769999 | deploy=0 watch=7
2026-03-14T08:46:33.771579 | deploy=0 watch=7
2026-03-14T08:47:33.772704 | deploy=0 watch=7
2026-03-14T08:48:33.773937 | deploy=0 watch=7
2026-03-14T08:49:33.775106 | deploy=0 watch=7
2026-03-14T08:50:33.776110 | deploy=0 watch=7
2026-03-14T08:51:33.777250 | deploy=0 watch=7
2026-03-14T08:52:33.778242 | deploy=0 watch=7
2026-03-14T08:53:33.779514 | deploy=0 watch=7
2026-03-14T08:54:33.780583 | deploy=0 watch=7
2026-03-14T08:55:33.783005 | deploy=0 watch=7
2026-03-14T08:56:33.784104 | deploy=0 watch=7
2026-03-14T08:57:33.785074 | deploy=0 watch=7
2026-03-14T08:58:33.786550 | deploy=0 watch=7
2026-03-14T08:59:33.787691 | deploy=0 watch=7
2026-03-14T09:00:33.789021 | deploy=0 watch=7
2026-03-14T09:01:33.790286 | deploy=0 watch=7
2026-03-14T09:02:33.791414 | deploy=0 watch=7
2026-03-14T09:03:33.792678 | deploy=0 watch=7
2026-03-14T09:04:33.794131 | deploy=0 watch=7
2026-03-14T09:05:33.795455 | deploy=0 watch=7
2026-03-14T09:06:33.796524 | deploy=0 watch=7
2026-03-14T09:07:33.797619 | deploy=0 watch=7
2026-03-14T09:08:33.798950 | deploy=0 watch=7
2026-03-14T09:09:33.800329 | deploy=0 watch=7
2026-03-14T09:10:33.801428 | deploy=0 watch=7
2026-03-14T09:11:33.802596 | deploy=0 watch=7
2026-03-14T09:12:33.803688 | deploy=0 watch=7
2026-03-14T09:13:33.804756 | deploy=0 watch=7
2026-03-14T09:14:33.805797 | deploy=0 watch=7
2026-03-14T09:15:33.806833 | deploy=0 watch=7
2026-03-14T09:16:33.807850 | deploy=0 watch=7
2026-03-14T09:17:33.808896 | deploy=0 watch=7
2026-03-14T09:18:33.809979 | deploy=0 watch=7
2026-03-14T09:19:33.811038 | deploy=0 watch=7
2026-03-14T09:20:33.812443 | deploy=0 watch=7
2026-03-14T09:21:33.813600 | deploy=0 watch=7
2026-03-14T09:22:33.814887 | deploy=0 watch=7
2026-03-14T09:23:33.816240 | deploy=0 watch=7
2026-03-14T09:24:33.817411 | deploy=0 watch=7
2026-03-14T09:25:33.818540 | deploy=0 watch=7
2026-03-14T09:26:33.819780 | deploy=0 watch=7
2026-03-14T09:27:33.820795 | deploy=0 watch=7
2026-03-14T09:28:33.822013 | deploy=0 watch=7
2026-03-14T09:29:33.823206 | deploy=0 watch=7
2026-03-14T09:30:33.824455 | deploy=0 watch=7
2026-03-14T09:31:33.825828 | deploy=0 watch=7
2026-03-14T09:32:33.826931 | deploy=0 watch=7
2026-03-14T09:33:33.828179 | deploy=0 watch=7
2026-03-14T09:34:33.829454 | deploy=0 watch=7
2026-03-14T09:35:33.830572 | deploy=0 watch=7
2026-03-14T09:36:33.831559 | deploy=0 watch=7
2026-03-14T09:37:33.832805 | deploy=0 watch=7
2026-03-14T09:38:33.834053 | deploy=0 watch=7
2026-03-14T09:39:33.835329 | deploy=0 watch=7
2026-03-14T09:40:33.836370 | deploy=0 watch=7
2026-03-14T09:41:33.837479 | deploy=0 watch=7
2026-03-14T09:42:33.838731 | deploy=0 watch=7
2026-03-14T09:43:33.839915 | deploy=0 watch=7
2026-03-14T09:44:33.841132 | deploy=0 watch=7
2026-03-14T09:45:33.842447 | deploy=0 watch=7
2026-03-14T09:46:33.843797 | deploy=0 watch=7
2026-03-14T09:47:33.845202 | deploy=0 watch=7
2026-03-14T09:48:33.846233 | deploy=0 watch=7
2026-03-14T09:49:33.847288 | deploy=0 watch=7
2026-03-14T09:50:33.848275 | deploy=0 watch=7
2026-03-14T09:51:33.849184 | deploy=0 watch=7
2026-03-14T09:52:33.850257 | deploy=0 watch=7
2026-03-14T09:53:33.851223 | deploy=0 watch=7
2026-03-14T09:54:33.852576 | deploy=0 watch=7
2026-03-14T09:55:33.853659 | deploy=0 watch=7
2026-03-14T09:56:33.854989 | deploy=0 watch=7
2026-03-14T09:57:33.856487 | deploy=0 watch=7
2026-03-14T09:58:33.857601 | deploy=0 watch=7
2026-03-14T09:59:33.858829 | deploy=0 watch=7
2026-03-14T10:00:33.859774 | deploy=0 watch=7
2026-03-14T10:01:33.861151 | deploy=0 watch=7
2026-03-14T10:02:33.862212 | deploy=0 watch=7
2026-03-14T10:03:33.863594 | deploy=0 watch=7
2026-03-14T10:04:33.864883 | deploy=0 watch=7
2026-03-14T10:05:33.866018 | deploy=0 watch=7
2026-03-14T10:06:33.867455 | deploy=0 watch=7
2026-03-14T10:07:33.868685 | deploy=0 watch=7
2026-03-14T10:08:33.869862 | deploy=0 watch=7
2026-03-14T10:09:33.870908 | deploy=0 watch=7
2026-03-14T10:10:33.872362 | deploy=0 watch=7
2026-03-14T10:11:33.873652 | deploy=0 watch=7
2026-03-14T10:12:33.874828 | deploy=0 watch=7
2026-03-14T10:13:33.875890 | deploy=0 watch=7
2026-03-14T10:14:33.876875 | deploy=0 watch=7
2026-03-14T10:15:33.878012 | deploy=0 watch=7
2026-03-14T10:16:33.878980 | deploy=0 watch=7
2026-03-14T10:17:33.880434 | deploy=0 watch=7
2026-03-14T10:18:33.881416 | deploy=0 watch=7
2026-03-14T10:19:33.882513 | deploy=0 watch=7
2026-03-14T10:20:33.883631 | deploy=0 watch=7
2026-03-14T10:21:33.884677 | deploy=0 watch=7
2026-03-14T10:22:33.886174 | deploy=0 watch=7
2026-03-14T10:23:33.887235 | deploy=0 watch=7
2026-03-14T10:24:33.888728 | deploy=0 watch=7
2026-03-14T10:25:33.889890 | deploy=0 watch=7
2026-03-14T10:26:33.891282 | deploy=0 watch=7
2026-03-14T10:27:33.892301 | deploy=0 watch=7
2026-03-14T10:28:33.893354 | deploy=0 watch=7
2026-03-14T10:29:33.894333 | deploy=0 watch=7
2026-03-14T10:30:33.895315 | deploy=0 watch=7
2026-03-14T10:31:33.896356 | deploy=0 watch=7
2026-03-14T10:32:33.897505 | deploy=0 watch=7
2026-03-14T10:33:33.898640 | deploy=0 watch=7
2026-03-14T10:34:33.899919 | deploy=0 watch=7
2026-03-14T10:35:33.900983 | deploy=0 watch=7
2026-03-14T10:36:33.902599 | deploy=0 watch=7
2026-03-14T10:37:33.903591 | deploy=0 watch=7
2026-03-14T10:38:33.904710 | deploy=0 watch=7
2026-03-14T10:39:33.905702 | deploy=0 watch=7
2026-03-14T10:40:33.906718 | deploy=0 watch=7
2026-03-14T10:41:33.908181 | deploy=0 watch=7
2026-03-14T10:42:33.909413 | deploy=0 watch=7
2026-03-14T10:43:33.910520 | deploy=0 watch=7
2026-03-14T10:44:33.911605 | deploy=0 watch=7
2026-03-14T10:45:33.912818 | deploy=0 watch=7
2026-03-14T10:46:33.914143 | deploy=0 watch=7
2026-03-14T10:47:33.915511 | deploy=0 watch=7
2026-03-14T10:48:33.916897 | deploy=0 watch=7
2026-03-14T10:49:33.918067 | deploy=0 watch=7
2026-03-14T10:50:33.919510 | deploy=0 watch=7
2026-03-14T10:51:33.920501 | deploy=0 watch=7
2026-03-14T10:52:33.921549 | deploy=0 watch=7
2026-03-14T10:53:33.922852 | deploy=0 watch=7
2026-03-14T10:54:33.923869 | deploy=0 watch=7
2026-03-14T10:55:33.925216 | deploy=0 watch=7
2026-03-14T10:56:33.926349 | deploy=0 watch=7
2026-03-14T10:57:33.927500 | deploy=0 watch=7
2026-03-14T10:58:33.928782 | deploy=0 watch=7
2026-03-14T10:59:33.930014 | deploy=0 watch=7
2026-03-14T11:00:33.931016 | deploy=0 watch=7
2026-03-14T11:01:33.932281 | deploy=0 watch=7
2026-03-14T11:02:33.934895 | deploy=0 watch=7
2026-03-14T11:03:33.935882 | deploy=0 watch=7
2026-03-14T11:04:33.936840 | deploy=0 watch=7
2026-03-14T11:05:33.937892 | deploy=0 watch=7
2026-03-14T11:06:33.939301 | deploy=0 watch=7
2026-03-14T11:07:33.940397 | deploy=0 watch=7
2026-03-14T11:08:33.941481 | deploy=0 watch=7
2026-03-14T11:09:33.942550 | deploy=0 watch=7
2026-03-14T11:10:33.943604 | deploy=0 watch=7
2026-03-14T11:11:33.944652 | deploy=0 watch=7
2026-03-14T11:12:33.945891 | deploy=0 watch=7
2026-03-14T11:13:33.947204 | deploy=0 watch=7
2026-03-14T11:14:33.948126 | deploy=0 watch=7
2026-03-14T11:15:33.949310 | deploy=0 watch=7
2026-03-14T11:16:33.950381 | deploy=0 watch=7
2026-03-14T11:17:33.951441 | deploy=0 watch=7
2026-03-14T11:18:33.952462 | deploy=0 watch=7
2026-03-14T11:19:33.953635 | deploy=0 watch=7
2026-03-14T11:20:33.955152 | deploy=0 watch=7
2026-03-14T11:21:33.956309 | deploy=0 watch=7
2026-03-14T11:22:33.957808 | deploy=0 watch=7
2026-03-14T11:23:33.958854 | deploy=0 watch=7
2026-03-14T11:24:33.960053 | deploy=0 watch=7
2026-03-14T11:25:33.961111 | deploy=0 watch=7
2026-03-14T11:26:33.962329 | deploy=0 watch=7
2026-03-14T11:27:33.963645 | deploy=0 watch=7
2026-03-14T11:28:33.964985 | deploy=0 watch=7
2026-03-14T11:29:33.966362 | deploy=0 watch=7
2026-03-14T11:30:33.967496 | deploy=0 watch=7
2026-03-14T11:31:33.968610 | deploy=0 watch=7
2026-03-14T11:32:33.969635 | deploy=0 watch=7
2026-03-14T11:33:33.970680 | deploy=0 watch=7
2026-03-14T11:34:33.971975 | deploy=0 watch=7
2026-03-14T11:35:33.973054 | deploy=0 watch=7
2026-03-14T11:36:33.974480 | deploy=0 watch=7
2026-03-14T11:37:33.975462 | deploy=0 watch=7
2026-03-14T11:38:33.976605 | deploy=0 watch=7
2026-03-14T11:39:33.977663 | deploy=0 watch=7
2026-03-14T11:40:33.978756 | deploy=0 watch=7
2026-03-14T11:41:33.980166 | deploy=0 watch=7
2026-03-14T11:42:33.981344 | deploy=0 watch=7
2026-03-14T11:43:33.982368 | deploy=0 watch=7
2026-03-14T11:44:33.983424 | deploy=0 watch=7
2026-03-14T11:45:33.984775 | deploy=0 watch=7
2026-03-14T11:46:33.986196 | deploy=0 watch=7
2026-03-14T11:47:33.987360 | deploy=0 watch=7
2026-03-14T11:48:33.988696 | deploy=0 watch=7
2026-03-14T11:49:33.989782 | deploy=0 watch=7
2026-03-14T11:50:33.991156 | deploy=0 watch=7
2026-03-14T11:51:33.992490 | deploy=0 watch=7
2026-03-14T11:52:33.993902 | deploy=0 watch=7
2026-03-14T11:53:33.995031 | deploy=0 watch=7
2026-03-14T11:54:33.996321 | deploy=0 watch=7
2026-03-14T11:55:33.997533 | deploy=0 watch=7
2026-03-14T11:56:33.998551 | deploy=0 watch=7
2026-03-14T11:57:33.999833 | deploy=0 watch=7
2026-03-14T11:58:34.001050 | deploy=0 watch=7
2026-03-14T11:59:34.002526 | deploy=0 watch=7
2026-03-14T12:00:34.003583 | deploy=0 watch=7
2026-03-14T12:01:34.004681 | deploy=0 watch=7
2026-03-14T12:02:34.005807 | deploy=0 watch=7
2026-03-14T12:03:34.007489 | deploy=0 watch=7
2026-03-14T12:04:34.008643 | deploy=0 watch=7
2026-03-14T12:05:34.009759 | deploy=0 watch=7
2026-03-14T12:06:34.011040 | deploy=0 watch=7
2026-03-14T12:07:34.012157 | deploy=0 watch=7
2026-03-14T12:08:34.013560 | deploy=0 watch=7
2026-03-14T12:09:34.014682 | deploy=0 watch=7
2026-03-14T12:10:34.016912 | deploy=0 watch=7
2026-03-14T12:11:34.018231 | deploy=0 watch=7
2026-03-14T12:12:34.019347 | deploy=0 watch=7
2026-03-14T12:13:34.020355 | deploy=0 watch=7
2026-03-14T12:14:34.023412 | deploy=0 watch=7
2026-03-14T12:15:34.025241 | deploy=0 watch=7
2026-03-14T12:16:34.026333 | deploy=0 watch=7
2026-03-14T12:17:34.027390 | deploy=0 watch=7
2026-03-14T12:18:34.028430 | deploy=0 watch=7
2026-03-14T12:19:34.029471 | deploy=0 watch=7
2026-03-14T12:20:34.030498 | deploy=0 watch=7
2026-03-14T12:21:34.031499 | deploy=0 watch=7
2026-03-14T12:22:34.032943 | deploy=0 watch=7
2026-03-14T12:23:34.034010 | deploy=0 watch=7
2026-03-14T12:24:34.034939 | deploy=0 watch=7
2026-03-14T12:25:34.036044 | deploy=0 watch=7
2026-03-14T12:26:34.037092 | deploy=0 watch=7
2026-03-14T12:27:34.038260 | deploy=0 watch=7
2026-03-14T12:28:34.039360 | deploy=0 watch=7
2026-03-14T12:29:34.040495 | deploy=0 watch=7
2026-03-14T12:30:34.041710 | deploy=0 watch=7
2026-03-14T12:31:34.042838 | deploy=0 watch=7
2026-03-14T12:32:34.044216 | deploy=0 watch=7
2026-03-14T12:33:34.045267 | deploy=0 watch=7
2026-03-14T12:34:34.046396 | deploy=0 watch=7
2026-03-14T12:35:34.047570 | deploy=0 watch=7
2026-03-14T12:36:34.048715 | deploy=0 watch=7
2026-03-14T12:37:34.049851 | deploy=0 watch=7
2026-03-14T12:38:34.051252 | deploy=0 watch=7
2026-03-14T12:39:34.052410 | deploy=0 watch=7
2026-03-14T12:40:34.053669 | deploy=0 watch=7
2026-03-14T12:41:34.055008 | deploy=0 watch=7
2026-03-14T12:42:34.056030 | deploy=0 watch=7
2026-03-14T12:43:34.057273 | deploy=0 watch=7
2026-03-14T12:44:34.058633 | deploy=0 watch=7
2026-03-14T12:45:34.059697 | deploy=0 watch=7
2026-03-14T12:46:34.060828 | deploy=0 watch=7
2026-03-14T12:47:34.061970 | deploy=0 watch=7
2026-03-14T12:48:34.063358 | deploy=0 watch=7
2026-03-14T12:49:34.064467 | deploy=0 watch=7
2026-03-14T12:50:34.065835 | deploy=0 watch=7
2026-03-14T12:51:34.067511 | deploy=0 watch=7
2026-03-14T12:52:34.068661 | deploy=0 watch=7
2026-03-14T12:53:34.070307 | deploy=0 watch=7
2026-03-14T12:54:34.071497 | deploy=0 watch=7
2026-03-14T12:55:34.072707 | deploy=0 watch=7
2026-03-14T12:56:34.073956 | deploy=0 watch=7
2026-03-14T12:57:34.075027 | deploy=0 watch=7
2026-03-14T12:58:34.076364 | deploy=0 watch=7
2026-03-14T12:59:34.077322 | deploy=0 watch=7
2026-03-14T13:00:34.078373 | deploy=0 watch=7
2026-03-14T13:01:34.079690 | deploy=0 watch=7
2026-03-14T13:02:34.081014 | deploy=0 watch=7
2026-03-14T13:03:34.082285 | deploy=0 watch=7
2026-03-14T13:04:34.083403 | deploy=0 watch=7
2026-03-14T13:05:34.084846 | deploy=0 watch=7
2026-03-14T13:06:34.086229 | deploy=0 watch=7
2026-03-14T13:07:34.087364 | deploy=0 watch=7
2026-03-14T13:08:34.088445 | deploy=0 watch=7
2026-03-14T13:09:34.089735 | deploy=0 watch=7
2026-03-14T13:10:34.090922 | deploy=0 watch=7
2026-03-14T13:11:34.091955 | deploy=0 watch=7
2026-03-14T13:12:34.093156 | deploy=0 watch=7
2026-03-14T13:13:34.094313 | deploy=0 watch=7
2026-03-14T13:14:34.095397 | deploy=0 watch=7
2026-03-14T13:15:34.096748 | deploy=0 watch=7
2026-03-14T13:16:34.098318 | deploy=0 watch=7
2026-03-14T13:17:34.099367 | deploy=0 watch=7
2026-03-14T13:18:34.100668 | deploy=0 watch=7
2026-03-14T13:19:34.101747 | deploy=0 watch=7
2026-03-14T13:20:34.102963 | deploy=0 watch=7
2026-03-14T13:21:34.104005 | deploy=0 watch=7
2026-03-14T13:22:34.105011 | deploy=0 watch=7
2026-03-14T13:23:34.106121 | deploy=0 watch=7
2026-03-14T13:24:34.107522 | deploy=0 watch=7
2026-03-14T13:25:34.108831 | deploy=0 watch=7
2026-03-14T13:26:34.110161 | deploy=0 watch=7
2026-03-14T13:27:34.111152 | deploy=0 watch=7
2026-03-14T13:28:34.112247 | deploy=0 watch=7
2026-03-14T13:29:34.113252 | deploy=0 watch=7
2026-03-14T13:30:34.115279 | deploy=0 watch=7
2026-03-14T13:31:34.116353 | deploy=0 watch=7
2026-03-14T13:32:34.117662 | deploy=0 watch=7
2026-03-14T13:33:34.119025 | deploy=0 watch=7
2026-03-14T13:34:34.120258 | deploy=0 watch=7
2026-03-14T13:35:34.121591 | deploy=0 watch=7
2026-03-14T13:36:34.122877 | deploy=0 watch=7
2026-03-14T13:37:34.123923 | deploy=0 watch=7
2026-03-14T13:38:34.124920 | deploy=0 watch=7
2026-03-14T13:39:34.126277 | deploy=0 watch=7
2026-03-14T13:40:34.127413 | deploy=0 watch=7
2026-03-14T13:41:34.128464 | deploy=0 watch=7
2026-03-14T13:42:34.129754 | deploy=0 watch=7
2026-03-14T13:43:34.130736 | deploy=0 watch=7
2026-03-14T13:44:34.132035 | deploy=0 watch=7
2026-03-14T13:45:34.132923 | deploy=0 watch=7
2026-03-14T13:46:34.134108 | deploy=0 watch=7
2026-03-14T13:47:34.135391 | deploy=0 watch=7
2026-03-14T13:48:34.136420 | deploy=0 watch=7
2026-03-14T13:49:34.137860 | deploy=0 watch=7
2026-03-14T13:50:34.138924 | deploy=0 watch=7
2026-03-14T13:51:34.140644 | deploy=0 watch=7
2026-03-14T13:52:34.141945 | deploy=0 watch=7
2026-03-14T13:53:34.143320 | deploy=0 watch=7
2026-03-14T13:54:34.144442 | deploy=0 watch=7
2026-03-14T13:55:34.146504 | deploy=0 watch=7
2026-03-14T13:56:34.148463 | deploy=0 watch=7
2026-03-14T13:57:34.149858 | deploy=0 watch=7
2026-03-14T13:58:34.150981 | deploy=0 watch=7
2026-03-14T13:59:34.152113 | deploy=0 watch=7
2026-03-14T14:00:34.153023 | deploy=0 watch=7
2026-03-14T14:01:34.154391 | deploy=0 watch=7
2026-03-14T14:02:34.155866 | deploy=0 watch=7
2026-03-14T14:03:34.158179 | deploy=0 watch=7
2026-03-14T14:04:34.159232 | deploy=0 watch=7
2026-03-14T14:05:34.160343 | deploy=0 watch=7
2026-03-14T14:06:34.161573 | deploy=0 watch=7
2026-03-14T14:07:34.162841 | deploy=0 watch=7
2026-03-14T14:08:34.163889 | deploy=0 watch=7
2026-03-14T14:09:34.165235 | deploy=0 watch=7
2026-03-14T14:10:34.166695 | deploy=0 watch=7
2026-03-14T14:11:34.167898 | deploy=0 watch=7
2026-03-14T14:12:34.169269 | deploy=0 watch=7
2026-03-14T14:13:34.170273 | deploy=0 watch=7
2026-03-14T14:14:34.171588 | deploy=0 watch=7
2026-03-14T14:15:34.172700 | deploy=0 watch=7
2026-03-14T14:16:34.173857 | deploy=0 watch=7
2026-03-14T14:17:34.174963 | deploy=0 watch=7
2026-03-14T14:18:34.176224 | deploy=0 watch=7
2026-03-14T14:19:34.177305 | deploy=0 watch=7
2026-03-14T14:20:34.178621 | deploy=0 watch=7
2026-03-14T14:21:34.179606 | deploy=0 watch=7
2026-03-14T14:22:34.184727 | deploy=0 watch=7
2026-03-14T14:23:34.186118 | deploy=0 watch=7
2026-03-14T14:24:34.187147 | deploy=0 watch=7
2026-03-14T14:25:34.188153 | deploy=0 watch=7
2026-03-14T14:26:34.189359 | deploy=0 watch=7
2026-03-14T14:27:34.190665 | deploy=0 watch=7
2026-03-14T14:28:34.191709 | deploy=0 watch=7
2026-03-14T14:29:34.192854 | deploy=0 watch=7
2026-03-14T14:30:34.193893 | deploy=0 watch=7
2026-03-14T14:31:34.195278 | deploy=0 watch=7
2026-03-14T14:32:34.196311 | deploy=0 watch=7
2026-03-14T14:33:34.197511 | deploy=0 watch=7
2026-03-14T14:34:34.199665 | deploy=0 watch=7
2026-03-14T14:35:34.200789 | deploy=0 watch=7
2026-03-14T14:36:34.201813 | deploy=0 watch=7
2026-03-14T14:37:34.203022 | deploy=0 watch=7
2026-03-14T14:38:34.204342 | deploy=0 watch=7
2026-03-14T14:39:34.205419 | deploy=0 watch=7
2026-03-14T14:40:34.206527 | deploy=0 watch=7
2026-03-14T14:41:34.207622 | deploy=0 watch=7
2026-03-14T14:42:34.209287 | deploy=0 watch=7
2026-03-14T14:43:34.210391 | deploy=0 watch=7
2026-03-14T14:44:34.211490 | deploy=0 watch=7
2026-03-14T14:45:34.212671 | deploy=0 watch=7
2026-03-14T14:46:34.213709 | deploy=0 watch=7
2026-03-14T14:47:34.214703 | deploy=0 watch=7
2026-03-14T14:48:34.215893 | deploy=0 watch=7
2026-03-14T14:49:34.217494 | deploy=0 watch=7
2026-03-14T14:50:34.218662 | deploy=0 watch=7
2026-03-14T14:51:34.219970 | deploy=0 watch=7
2026-03-14T14:52:34.221233 | deploy=0 watch=7
2026-03-14T14:53:34.222703 | deploy=0 watch=7
2026-03-14T14:54:34.223956 | deploy=0 watch=7
2026-03-14T14:55:34.225154 | deploy=0 watch=7
2026-03-14T14:56:34.226679 | deploy=0 watch=7
2026-03-14T14:57:34.227667 | deploy=0 watch=7
2026-03-14T14:58:34.228620 | deploy=0 watch=7
2026-03-14T14:59:34.229734 | deploy=0 watch=7
2026-03-14T15:00:34.230751 | deploy=0 watch=7
2026-03-14T15:01:34.231781 | deploy=0 watch=7
2026-03-14T15:02:34.233206 | deploy=0 watch=7
2026-03-14T15:03:34.234442 | deploy=0 watch=7
2026-03-14T15:04:34.235873 | deploy=0 watch=7
2026-03-14T15:05:34.237048 | deploy=0 watch=7
2026-03-14T15:06:34.238068 | deploy=0 watch=7
2026-03-14T15:07:34.239220 | deploy=0 watch=7
2026-03-14T15:08:34.240276 | deploy=0 watch=7
2026-03-14T15:09:34.241298 | deploy=0 watch=7
2026-03-14T15:10:34.242506 | deploy=0 watch=7
2026-03-14T15:11:34.243606 | deploy=0 watch=7
2026-03-14T15:12:34.244676 | deploy=0 watch=7
2026-03-14T15:13:34.245734 | deploy=0 watch=7
2026-03-14T15:14:34.246925 | deploy=0 watch=7
2026-03-14T15:15:34.248213 | deploy=0 watch=7
2026-03-14T15:16:34.249250 | deploy=0 watch=7
2026-03-14T15:17:34.250479 | deploy=0 watch=7
2026-03-14T15:18:34.251553 | deploy=0 watch=7
2026-03-14T15:19:34.252730 | deploy=0 watch=7
2026-03-14T15:20:34.253712 | deploy=0 watch=7
2026-03-14T15:21:34.254834 | deploy=0 watch=7
2026-03-14T15:22:34.255988 | deploy=0 watch=7
2026-03-14T15:23:34.257133 | deploy=0 watch=7
2026-03-14T15:24:34.258219 | deploy=0 watch=7
2026-03-14T15:25:34.259535 | deploy=0 watch=7
2026-03-14T15:26:34.260515 | deploy=0 watch=7
2026-03-14T15:27:34.261839 | deploy=0 watch=7
2026-03-14T15:28:34.263292 | deploy=0 watch=7
2026-03-14T15:29:34.264292 | deploy=0 watch=7
2026-03-14T15:30:34.265399 | deploy=0 watch=7
2026-03-14T15:31:34.266850 | deploy=0 watch=7
2026-03-14T15:32:34.268517 | deploy=0 watch=7
2026-03-14T15:33:34.269460 | deploy=0 watch=7
2026-03-14T15:34:34.270582 | deploy=0 watch=7
2026-03-14T15:35:34.271646 | deploy=0 watch=7
2026-03-14T15:36:34.272625 | deploy=0 watch=7
2026-03-14T15:37:34.273758 | deploy=0 watch=7
2026-03-14T15:38:34.274994 | deploy=0 watch=7
2026-03-14T15:39:34.275982 | deploy=0 watch=7
2026-03-14T15:40:34.276943 | deploy=0 watch=7
2026-03-14T15:41:34.278604 | deploy=0 watch=7
2026-03-14T15:42:34.279931 | deploy=0 watch=7
2026-03-14T15:43:34.281161 | deploy=0 watch=7
2026-03-14T15:44:34.282390 | deploy=0 watch=7
2026-03-14T15:45:34.283688 | deploy=0 watch=7
2026-03-14T15:46:34.284635 | deploy=0 watch=7
2026-03-14T15:47:34.285760 | deploy=0 watch=7
2026-03-14T15:48:34.287047 | deploy=0 watch=7
2026-03-14T15:49:34.288138 | deploy=0 watch=7
2026-03-14T15:50:34.289339 | deploy=0 watch=7
2026-03-14T15:51:34.290273 | deploy=0 watch=7
2026-03-14T15:52:34.291831 | deploy=0 watch=7
2026-03-14T15:53:34.292869 | deploy=0 watch=7
2026-03-14T15:54:34.293919 | deploy=0 watch=7
2026-03-14T15:55:34.295148 | deploy=0 watch=7
2026-03-14T15:56:34.296511 | deploy=0 watch=7
2026-03-14T15:57:34.297877 | deploy=0 watch=7
2026-03-14T15:58:34.299188 | deploy=0 watch=7
2026-03-14T15:59:34.300449 | deploy=0 watch=7
2026-03-14T16:00:34.301507 | deploy=0 watch=7
2026-03-14T16:01:34.302453 | deploy=0 watch=7
2026-03-14T16:02:34.303521 | deploy=0 watch=7
2026-03-14T16:03:34.304570 | deploy=0 watch=7
2026-03-14T16:04:34.305598 | deploy=0 watch=7
2026-03-14T16:05:34.307259 | deploy=0 watch=7
2026-03-14T16:06:34.308601 | deploy=0 watch=7
2026-03-14T16:07:34.310175 | deploy=0 watch=7
2026-03-14T16:08:34.311239 | deploy=0 watch=7
2026-03-14T16:09:34.312429 | deploy=0 watch=7
2026-03-14T16:10:34.313454 | deploy=0 watch=7
2026-03-14T16:11:34.314655 | deploy=0 watch=7
2026-03-14T16:12:34.316104 | deploy=0 watch=7
2026-03-14T16:13:34.317631 | deploy=0 watch=7
2026-03-14T16:14:34.318725 | deploy=0 watch=7
2026-03-14T16:15:34.320177 | deploy=0 watch=7
2026-03-14T16:16:34.321312 | deploy=0 watch=7
2026-03-14T16:17:34.322433 | deploy=0 watch=7
2026-03-14T16:18:34.323407 | deploy=0 watch=7
2026-03-14T16:19:34.324457 | deploy=0 watch=7
2026-03-14T16:20:34.325548 | deploy=0 watch=7
2026-03-14T16:21:34.326771 | deploy=0 watch=7
2026-03-14T16:22:34.327930 | deploy=0 watch=7
2026-03-14T16:23:34.329190 | deploy=0 watch=7
2026-03-14T16:24:34.330221 | deploy=0 watch=7
2026-03-14T16:25:34.332002 | deploy=0 watch=7
2026-03-14T16:26:34.333290 | deploy=0 watch=7
2026-03-14T16:27:34.334500 | deploy=0 watch=7
2026-03-14T16:28:34.335679 | deploy=0 watch=7
